valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.5870000000000001,2011,0.000348,['blink-182'],0.565,200360,0.947,0,0y3fPWWin7NL5aED2FjvXP,0.0,0,0.399,-4.941,1,Wishing Well,48,2011-01-01,0.0479,100.002
0.416,2011,0.000295,['blink-182'],0.479,199707,0.892,0,0sqQ9N6hY0ieocwrgxgJ9F,6.31e-05,9,0.067,-5.167000000000002,1,Up All Night,48,2011-01-01,0.0561,156.086
0.102,2012,0.0047,['My Chemical Romance'],0.447,294680,0.7809999999999999,0,6VtcgrVYo2xfygcWAfRpd1,3.4e-05,11,0.0976,-4.801,0,The World Is Ugly,58,2012-12-18,0.0314,96.004
0.0645,2014,0.911,['Coldplay'],0.371,323480,0.216,0,77yuzxCS3csrgTPSW0pvyk,0.826,10,0.0934,-14.727,1,O,63,2014-05-19,0.0358,136.998
0.0394,2014,0.0127,['Coldplay'],0.495,216627,0.502,0,0FMjqbY3aWo1QDbo3GwXib,0.6890000000000001,5,0.068,-9.307,1,Always in My Head,65,2014-05-19,0.0259,97.546
0.253,2015,0.0488,['Coldplay'],0.479,405320,0.7170000000000001,0,31L9yLXSj6LpCFupyMV6CR,0.000333,7,0.102,-5.459,1,Up&Up,69,2015-12-04,0.0605,163.989
0.136,2015,0.456,['Coldplay'],0.534,282693,0.445,0,5qfZRNjt2TkHEL12r3sDEU,0.0684,4,0.112,-9.155,1,Everglow,68,2015-12-04,0.0292,146.107
0.762,1995,9.06e-05,['blink-182'],0.407,169373,0.925,0,5wVkrSq1U9mkmtDWYKGaSd,0.00624,9,0.0538,-7.643,1,Wasting Time,41,1995,0.0514,114.378
0.377,1997,0.000198,['blink-182'],0.421,177067,0.936,0,7908RQnOzIIg7l26E9e06O,0.0291,2,0.227,-8.224,1,Dick Lips,38,1997,0.0404,125.486
0.447,1997,0.0165,['blink-182'],0.443,166627,0.8809999999999999,0,5helpfuC08ossy2tCgJLxw,3.47e-06,11,0.635,-6.5710000000000015,1,Untitled,38,1997,0.238,129.085
0.364,1998,0.000185,['blink-182'],0.34,160000,0.965,0,7tKiLl48gjlJkU9oDvVQ7n,5.06e-06,7,0.0703,-5.091,1,Carousel,44,1998-10-27,0.0869,103.148
0.472,1999,0.0157,['blink-182'],0.395,148373,0.955,0,4vorIG9QC6TG5J5HtO8Boc,0.000414,6,0.089,-7.395,1,What's My Age Again?,42,1999-06-01,0.0737,157.653
0.6609999999999999,2001,0.00196,['blink-182'],0.347,198093,0.942,0,41olw7iIGVyds8dnSR9pb0,0.0,7,0.338,-5.517,1,I Won't Be Home For Christmas,42,2001-01-01,0.0912,200.023
0.55,2001,4.56e-05,['Sum 41'],0.332,217027,0.875,0,6qi4wZ9nexHsIVWFFgE3wW,5.5e-05,2,0.153,-4.832,1,Handle This,48,2001-01-01,0.0536,164.36900000000003
0.209,2002,0.737,['Coldplay'],0.5720000000000001,311427,0.419,0,2LTl1pU074hnzAdy0SpHAb,1.5e-05,5,0.11,-7.991,1,The Scientist,52,2002-08-05,0.024,146.409
0.785,2002,0.00239,['Sum 41'],0.5329999999999999,184440,0.8959999999999999,1,74YVs8w9ORaD0O2C2dlEL2,1.09e-06,5,0.104,-4.247,1,Thanks For Nothing,40,2002-01-01,0.0434,102.275
0.0602,2005,0.00674,['Coldplay'],0.451,287635,0.679,0,2zQIITgo6sc5ppOfPcH205,0.00136,0,0.1639999999999999,-6.884,0,Square One,53,2005-06-07,0.0319,124.169
0.26,2005,0.00521,['Coldplay'],0.491,328220,0.7829999999999999,0,0WWz2AaqxLoO0fa9ou6Fqc,0.0361,8,0.0951,-8.997,0,White Shadows,53,2005-06-07,0.0484,127.437
0.498,2006,0.00116,['My Chemical Romance'],0.467,268893,0.905,1,0RyTgZoC7eBla31CvRC1i8,4.92e-05,7,0.121,-3.663,1,Kill All Your Friends,43,2006-10-23,0.044,102.45
0.0792,2008,0.695,['Coldplay'],0.218,378853,0.296,0,0guzngk1qWk5sgdYbThEGI,0.727,8,0.1639999999999999,-10.61,1,Death and All His Friends,49,2008-05-26,0.0312,129.93
0.254,2008,0.0102,['Coldplay'],0.288,149133,0.662,0,1rkbMXhEjIytsUGbhoR5pn,0.944,9,0.498,-10.482,1,Life in Technicolor,49,2008-05-26,0.0347,131.056
0.129,2010,0.000271,['My Chemical Romance'],0.479,272773,0.8540000000000001,0,0OByd6pqxZzsXZRj6kJYbN,4.89e-06,6,0.117,-4.129,1,The Only Hope for Me Is You,52,2010-11-05,0.0548,125.92
0.289,2010,7.46e-05,['My Chemical Romance'],0.41,268427,0.912,0,53lQywP7h2KlnfPAbwxWD9,0.145,2,0.423,-2.795,1,S/C/A/R/E/C/R/O/W,51,2010-11-05,0.0334,155.031
0.269,2010,9.16e-05,['My Chemical Romance'],0.463,230427,0.961,1,3CX5UKLQ9zqorQDx00Sbgt,0.0262,4,0.0499,-3.591,0,"Save Yourself, I'll Hold Them Back",51,2010-11-05,0.1689999999999999,136.9
0.273,2011,0.01,['Coldplay'],0.418,242253,0.773,0,6WF4hzdGXvXd1joERSXJjm,0.00418,10,0.269,-6.187,1,Hurts Like Heaven,56,2011-10-24,0.0305,89.961
0.195,2011,0.845,['Coldplay'],0.507,239767,0.304,0,5zyfzNnBzN7f7PVkJFnW2g,1.03e-05,0,0.0741,-11.095999999999998,1,Us Against the World,56,2011-10-24,0.0278,112.371
0.914,1997,0.000371,['blink-182'],0.4920000000000001,163827,0.946,0,0odFaqj5jZVKLvYHDMWX7K,0.00441,5,0.488,-5.207999999999998,0,Voyeur,37,1997,0.0582,119.512
0.583,1997,5.44e-05,['blink-182'],0.425,199973,0.978,0,5IKqS0Kmme9uVOVjulysEV,0.000267,11,0.124,-5.154,1,Josie,51,1997-01-01,0.109,99.867
0.42,1997,1.02e-05,['blink-182'],0.143,168267,0.992,0,6slwIWGDvqTUnRZinRxij9,0.00671,2,0.224,-6.087999999999999,1,Enthused,37,1997,0.188,200.614
0.439,1997,0.00014,['blink-182'],0.328,101667,0.867,0,6N5L6yJ9Fwl9zlxRWYip1e,0.0188,1,0.5670000000000001,-8.165,0,Boring,36,1997,0.0717,105.852
0.6709999999999999,1997,5.7399999999999986e-05,['blink-182'],0.171,225173,0.944,0,6fI5PugHpCL9IzpoCzRSNn,0.0038,7,0.17,-7.045,1,A New Hope,36,1997,0.108,199.501
0.754,2000,0.00036,['Sum 41'],0.467,160173,0.955,0,46pErPIiLjAWrr5uLFomA0,0.0,11,0.725,-4.3260000000000005,0,Summer,45,2000-06-27,0.0567,114.451
0.6779999999999999,2002,0.000394,['Sum 41'],0.455,166293,0.8640000000000001,1,4w5Ffe2mX2eZpTyR1rBF6J,2.04e-05,6,0.38,-5.432,0,No Brains,39,2002-01-01,0.1689999999999999,176.02200000000005
0.172,2003,0.0040799999999999,['blink-182'],0.605,132327,0.795,0,1ETSQb9d7rKN9JPur7w2MU,0.8809999999999999,11,0.172,-7.523,0,The Fallen Interlude,46,2003-11-01,0.0749,94.072
0.29,2004,0.00134,"['My Chemical Romance', 'The Used']",0.528,211733,0.897,0,7oof6K1s09QXjOxDucR2r8,0.0,2,0.19,-5.943,1,Under Pressure,44,2004-09-27,0.0589,125.009
0.502,2005,0.0224,['Coldplay'],0.466,332105,0.882,0,1BBtng1KOF0JuC6bSNgGmp,0.0264,4,0.342,-8.962,0,Low,52,2005-06-07,0.0442,132.086
0.0772,2015,0.0021,['Coldplay'],0.449,223773,0.92,0,6f49kbOuQSOsStBpyGvQfA,0.0167,11,0.334,-4.982,1,A Head Full of Dreams,66,2015-12-04,0.0737,122.984
0.856,2016,0.0506,['My Chemical Romance'],0.463,161920,0.857,0,78OBZL4Z6QHdwwloWIh0Lt,0.0,4,0.184,-3.063,1,Teenagers,59,2016-09-23,0.0632,111.647
0.599,1995,2.37e-05,['blink-182'],0.361,190507,0.93,0,69j2ACMaaP8U1dZEHcHUux,0.000364,9,0.0944,-9.225,1,Touchdown Boy,39,1995,0.0475,106.661
0.682,1995,0.000655,['blink-182'],0.439,158440,0.841,0,744MH3f3MpkUuVmZobaBPc,8.72e-06,2,0.0988,-7.895,1,Peggy Sue,38,1995,0.0468,110.383
0.93,1995,2.37e-05,['blink-182'],0.423,124827,0.769,1,5gWdTEidy4gQvLPYuZ4yqy,0.938,11,0.143,-9.762,1,Fentoozler,38,1995,0.0338,112.053
0.292,1997,0.00101,['blink-182'],0.423,170573,0.963,0,0OPM49OkwIIqL0weX76eP9,0.00011,4,0.0983,-5.388,1,Emo,36,1997,0.081,122.991
0.187,1997,3.64e-05,['blink-182'],0.17,268187,0.97,0,7blWwNgE7SbD8L8SiwgfEm,0.000138,9,0.135,-6.095,1,I'm Sorry,35,1997,0.144,182.733
0.415,2001,0.000675,['Sum 41'],0.523,178827,0.958,0,6t8phlQc47YhAF38sucBRw,0.0,9,0.199,-4.324,1,Rhythms,43,2001-01-01,0.0509,94.095
0.366,2001,0.00432,['Sum 41'],0.463,103280,0.8809999999999999,0,4VtSO2QcHikRASfuNi7JOM,0.133,3,0.0406,-7.131,0,Pain For Pleasure,46,2001-01-01,0.327,160.106
0.0597,2001,0.974,['Coldplay'],0.421,139209,0.0824,0,4cLMJLCJS4tXQoH416h77P,1.67e-05,8,0.111,-13.458,1,"Have Yourself a Merry Little Christmas - Jo Whiley, BBC Radio 1 Session",49,2001-11-30,0.0417,97.585
0.701,2001,0.00065,['Sum 41'],0.343,135587,0.922,0,4jLe3N7rJMTBE7MiHiYJeQ,0.0,7,0.202,-4.891,1,Crazy Amanda Bunkface,45,2001-01-01,0.0999,185.956
0.5539999999999999,2004,0.000741,['Sum 41'],0.378,231000,0.955,0,6wXNqGJ5eHfAaz8WcBN4Sp,0.0,8,0.0794,-4.143,1,Noots,49,2004-10-12,0.143,180.293
0.396,2004,0.00672,['Sum 41'],0.211,164987,0.974,0,3wl4ZUBsuH7n2lsW4WjU05,0.0,8,0.328,-2.9530000000000003,1,Open Your Eyes,49,2004-10-12,0.177,196.222
0.255,2006,0.000234,['My Chemical Romance'],0.263,175947,0.974,0,6rlnljojqC42vtUeixpFAg,1.1e-06,0,0.0698,-3.412,1,Heaven Help Us,40,2006-10-23,0.141,194.287
0.0704,2006,0.515,['My Chemical Romance'],0.366,230707,0.324,0,1rDJIKiabJGtDtT8y72aTr,0.0,4,0.139,-10.056,0,Desert Song,45,2006-03-17,0.0312,147.518
0.177,2008,0.221,['Coldplay'],0.309,237400,0.636,0,2i2Lz3FDIqYdsJZEWkEaTC,0.00281,5,0.102,-7.202000000000001,0,42,48,2008-05-26,0.0344,141.382
0.271,2008,0.0054,['Coldplay'],0.4370000000000001,201107,0.8059999999999999,0,03uqdEuopXPSCg4MvgA2fI,0.00822,10,0.1,-7.693,0,Cemeteries of London,48,2008-05-26,0.0353,109.109
0.0719,2009,0.00017,['My Chemical Romance'],0.297,179293,0.981,0,2ltFL0EitHBwfUWgdhD9Xs,4.33e-05,4,0.106,-4.222,1,Desolation Row,41,2009,0.386,168.28099999999995
0.314,2012,0.00171,"['Coldplay', 'Rihanna']",0.402,217575,0.7,0,6XJ2PVp2Vs9G2j5B2Cbbnb,0.0064099999999999,9,0.191,-5.9179999999999975,0,Princess of China - Radio Edit,59,2012-06-01,0.0361,85.025
0.696,2014,0.0647,['Coldplay'],0.688,228373,0.705,0,6c6W25YoDGjTq3qSPOga5t,0.124,6,0.118,-7.311,1,Ink,61,2014-05-19,0.0323,112.019
0.499,2014,0.0088,['My Chemical Romance'],0.518,200787,0.772,0,2M8g01v2vUMn39YQ10l7ef,0.000421,7,0.224,-5.124,1,Fake Your Death,53,2014-03-21,0.023,100.137
0.239,2014,0.00718,['My Chemical Romance'],0.225,188187,0.948,1,14mqKOS4dHMf48spDuzfYv,0.0,9,0.25,-2.945,1,I'm Not Okay (I Promise),52,2014-03-21,0.136,179.634
0.504,1995,5.69e-05,['blink-182'],0.261,162600,0.8859999999999999,0,4FC9edzWI0xCOzq6JChRVs,2.22e-05,9,0.0602,-9.466,1,Toast And Bananas,37,1995,0.0605,103.353
0.544,1995,3.67e-06,['blink-182'],0.344,145760,0.8540000000000001,0,7DM4fRK1hApfwjiQ0Mqa2J,0.127,0,0.332,-9.346,1,Strings,37,1995,0.0367,131.746
0.773,1997,0.0067,['blink-182'],0.417,148293,0.848,0,4MlG1rqWrwTf0pcprevozG,0.0366,5,0.1639999999999999,-7.6720000000000015,1,Degenerate,34,1997,0.0616,127.346
0.5329999999999999,1997,7.23e-06,['blink-182'],0.235,148707,0.959,1,3DuH3vgKy6oqhgesvbH1ZC,1.64e-06,11,0.3,-4.652,1,Pathetic,46,1997-01-01,0.0831,102.646
0.638,1997,0.00292,['blink-182'],0.403,158173,0.945,1,0ligXICsOgUo51weD99L4g,1.26e-05,11,0.0941,-6.392,1,Lemmings,34,1997,0.0929,93.753
0.442,2000,0.000119,['blink-182'],0.398,173333,0.973,1,2u2NpQfWKsZP4puCadIfe3,6.15e-06,9,0.865,-4.325,1,Dumpweed - Live/1999,40,2000,0.124,105.604
0.123,2000,0.0836,['blink-182'],0.373,51307,0.949,1,5TyHeZpXFaweWQxaihvmwH,0.0,1,0.628,-5.174,0,Family Reunion - Live/1999,40,2000,0.743,165.581
0.85,2000,7.809999999999999e-05,['blink-182'],0.269,176533,0.887,0,5ctTwDAQbEaBj16spFRWC3,1.03e-06,0,0.122,-5.465,1,Dancing With Myself,40,2000,0.0533,101.568
0.324,2001,0.000588,['Sum 41'],0.44,181493,0.968,0,4C1BEMFeThTt2pTxu1nZPE,4.98e-05,2,0.166,-5.7170000000000005,1,Nothing On My Back,43,2001-01-01,0.149,166.88299999999995
0.623,2001,0.000583,['Sum 41'],0.414,168880,0.871,0,0AqMCf62UMpfJEkAQgg9lv,5.64e-05,11,0.14,-6.657,1,Heart Attack,43,2001-01-01,0.0473,165.21900000000005
0.217,2003,0.000569,['blink-182'],0.468,224933,0.935,1,3yoQDKtUKFL5jVakkV8wel,0.000185,0,0.495,-7.632999999999999,1,Anthem Part Two - Live In Chicago,43,2003-11-01,0.0884,114.283
0.114,2004,0.00359,['Sum 41'],0.318,279960,0.84,0,3IHyZQILPYl3cgFEu1TJSJ,0.000249,3,0.14,-5.806,0,88,48,2004-10-12,0.0624,176.112
0.664,2005,0.00102,['blink-182'],0.213,166673,0.875,1,72iJsJMdTGjshAZdNJbSKU,2.07e-05,7,0.0916,-5.854,1,Man Overboard,47,2005-10-31,0.0532,195.28
0.285,2005,0.00236,['blink-182'],0.58,263573,0.93,0,28yCMEplHbodvR19Aipah8,5.5e-05,2,0.0768,-5.17,1,Not Now,49,2005-10-31,0.0618,106.022
0.209,2006,0.00292,['My Chemical Romance'],0.465,178653,0.992,1,2c8rOIPPScZN4MqZbvNSKu,0.0,11,0.37,-3.0980000000000003,0,My Way Home Is Through You,39,2006-10-23,0.157,104.005
0.256,2007,0.012,['Sum 41'],0.297,265787,0.701,0,0vKGvQdkbesI7RGKX3tRyk,0.0,7,0.13,-5.363,1,Best Of Me,52,2007-01-01,0.0301,178.072
0.428,2008,0.00722,['Coldplay'],0.378,249667,0.6629999999999999,0,4DLHhwZCJptTUCQPk6IAq8,0.797,1,0.191,-10.476,1,Strawberry Swing,41,2008-11-24,0.0458,173.136
0.11,2008,0.0614,['Coldplay'],0.33,222653,0.58,0,62UfaFAh45l2jimrgvQRvB,0.00129,1,0.115,-7.875,0,Violet Hill,40,2008-11-24,0.0374,76.093
0.184,2014,0.00376,['Coldplay'],0.482,246000,0.573,0,0fQuzbQNLcD1ofo7B2NcFI,0.077,11,0.123,-7.966,1,True Love,57,2014-05-19,0.028,119.991
0.147,2015,0.000315,['Coldplay'],0.5589999999999999,229093,0.841,0,3HWDWyIqWuLsTHECx9DvXF,0.4370000000000001,0,0.0816,-5.584,1,Birds,63,2015-12-04,0.0332,105.009
0.556,1995,0.000927,['blink-182'],0.382,235667,0.72,0,1D7Ms6zBqsnO9nY89J1xHJ,0.00231,2,0.166,-12.263,1,Ben Wah Balls,36,1995,0.0623,110.149
0.727,1995,0.0002,['blink-182'],0.34,185707,0.7,0,6FXcBHYP6mohfWONxtg53B,0.000244,0,0.148,-9.685,1,Cacophony,36,1995,0.0342,125.824
0.7190000000000001,1995,0.00199,['blink-182'],0.369,158093,0.8390000000000001,0,6XvCgvHzNff98XlI8YGaAp,0.0,0,0.0625,-8.095,1,Does My Breath Smell?,36,1995,0.0765,81.369
0.909,1995,0.00029,['blink-182'],0.345,68933,0.945,1,67DcrieyzH7kOJUqbAov3L,0.0277,0,0.277,-8.247,1,Sometimes,36,1995,0.0424,105.55
0.411,2000,0.0065099999999999,['blink-182'],0.34,198267,0.957,1,2wwSdRBz6NUfpZKqFcVJiD,0.0,8,0.326,-5.525,1,What's My Age Again? - Live/1999,40,2000,0.207,168.16099999999997
0.503,2000,0.00444,['blink-182'],0.391,220507,0.932,1,1ROAJW0LOwIpPmpQHR1R7q,0.0,11,0.948,-4.828,1,Going Away To College - Live/1999,39,2000,0.126,119.918
0.317,2000,0.00013,['blink-182'],0.426,223587,0.984,1,6n9U8F0FYH5p0kekKJD55G,5.68e-05,11,0.68,-5.007,1,Aliens Exist - Live/1999,39,2000,0.111,123.21
0.35,2000,0.000781,['blink-182'],0.247,158000,0.955,1,2TC7B6UF5v8ZWMNo6Oib8v,0.0,9,0.535,-4.712,1,Don't Leave Me - Live/1999,39,2000,0.183,165.778
0.562,2001,2.8000000000000013e-05,['Sum 41'],0.507,169360,0.971,0,5chsaehCHtSbHVeky3WDm6,0.0,7,0.317,-3.769,1,Summer,43,2001-01-01,0.0705,114.166
0.7879999999999999,2002,0.000167,['Sum 41'],0.444,122693,0.963,1,5hpnDwwgd16krey1a1LVzn,6.13e-05,10,0.0996,-4.045,1,My Direction,36,2002-01-01,0.115,164.02700000000004
0.209,2004,0.000185,['Sum 41'],0.449,198347,0.841,0,2S3FVzBDGSHNLTzpmAiF6B,0.0,6,0.449,-4.798,1,There's No Solution,47,2004-10-12,0.036,106.964
0.227,2008,0.00884,['Coldplay'],0.162,426653,0.807,0,04zfFfRMXegKi4mMkGMeze,0.358,6,0.187,-6.277,1,Yes,45,2008-05-26,0.0538,161.577
0.189,2008,0.99,['Coldplay'],0.46,48128,0.1639999999999999,0,4sbbpL1WwwGRr6xWk2y0Hk,0.953,10,0.146,-19.387,1,Postcards from Far Away,39,2008-11-24,0.048,126.704
0.1369999999999999,2011,0.000413,['Sum 41'],0.36,204627,0.987,0,1zqAXXA12UEVS7iDmAVeay,0.0,8,0.283,-4.3,1,Screaming Bloody Murder,52,2011-01-01,0.157,189.99400000000003
